instanceID,instruction1_1,instruction1_2,instruction1_3,instruction1_4,instruction1_5,instruction1_6,vcs002,vcs007,vcs007_other,vcs014_100_budaka,vcs014_101_kibuku,vcs015_10001_budaka,vcs015_10002_budakatc,vcs015_10003_ikiiki,vcs015_10004_kachomo,vcs015_10005_kakule,vcs015_10006_kameruka,vcs015_10007_kamonkoli,vcs015_10008_katira,vcs015_10009_lyama,vcs015_10010_mugiti,vcs015_10011_naboa,vcs015_10012_nansanga,vcs015_10013_kaderuna,vcs015_10101_bulangira,vcs015_10102_buseta,vcs015_10103_kabweri,vcs015_10104_kadama,vcs015_10105_kagumu,vcs015_10106_kasasira,vcs015_10107_kibuku,vcs015_10108_kibukutowncouncil,vcs015_10109_kirika,vcs015_10110_tirinyi,vcs017_1000101_chali,vcs017_1000102_gadumire,vcs017_1000103_nampangala,vcs017_1000104_sapiri,vcs017_1000201_budaka,vcs017_1000202_bwase,vcs017_1000203_macholi,vcs017_1000204_nabweyo,vcs017_1000205_namengo,vcs017_1000301_ikiiki,vcs017_1000302_kadenge,vcs017_1000303_kaitangole,vcs017_1000304_kakoli,vcs017_1000305_petete,vcs017_1000401_kachomo,vcs017_1000402_kadenge,vcs017_1000403_kodiri,vcs017_1000404_kotinyangha,vcs017_1000501_kakule,vcs017_1000502_kaperi,vcs017_1000503_kasuleta,vcs017_1000504_lerya,vcs017_1000505_namusita,vcs017_1000601_bupuchai,vcs017_1000602_kameruka,vcs017_1000603_lerya,vcs017_1000604_nabugalo,vcs017_1000605_nanzala,vcs017_1000701_bunyoro,vcs017_1000702_jami,vcs017_1000703_kadimukoli,vcs017_1000704_kamonkoli,vcs017_1000705_sekulo,vcs017_1000801_kadatumi,vcs017_1000802_katira,vcs017_1000803_kavule,vcs017_1000804_kerekerene,vcs017_1000901_lyama,vcs017_1000902_nalugondo,vcs017_1000903_suni,vcs017_1000904_tademeri,vcs017_1001001_bukaligwoko,vcs017_1001002_bunamwera,vcs017_1001003_mugiti,vcs017_1001004_nasenyi,vcs017_1001005_nyanza,vcs017_1001101_bunyekero,vcs017_1001102_lupada,vcs017_1001103_naboa,vcs017_1001104_nangeye,vcs017_1001201_idudia,vcs017_1001202_idudib,vcs017_1001203_nansangaa,vcs017_1001204_nansangab,vcs017_1001301_kebula,vcs017_1001302_kiryolo,vcs017_1001303_kaderuna,vcs017_1001304_kabuna,vcs017_1001305_kaperi,vcs017_1010101_bulangira,vcs017_1010102_kakutu,vcs017_1010103_lyama,vcs017_1010104_pulaka,vcs017_1010201_buseta,vcs017_1010202_katiryocentral,vcs017_1010203_kituti,vcs017_1010204_natoto,vcs017_1010301_kabweri,vcs017_1010302_kasecha,vcs017_1010303_kenkebu,vcs017_1010304_molokachomo,vcs017_1010401_dodoi,vcs017_1010402_kadama,vcs017_1010403_nabunyere,vcs017_1010404_nandere,vcs017_1010501_goligoli,vcs017_1010502_kagumu,vcs017_1010503_nabuli,vcs017_1010504_nankokoli,vcs017_1010601_bugiri,vcs017_1010602_kapyani,vcs017_1010603_kasasira,vcs017_1010604_nankodo,vcs017_1010701_bumiza,vcs017_1010702_nalubembe,vcs017_1010801_buweberaward,vcs017_1010802_kibukuward,vcs017_1010803_kobolwaward,vcs017_1010804_namawondoward,vcs017_1010901_kajoko,vcs017_1010902_kirika,vcs017_1010903_mikombe,vcs017_1010904_nabiswa,vcs017_1011001_kalampete,vcs017_1011002_kataka,vcs017_1011003_kitantalo,vcs017_1011004_lwatama,vcs017_1011005_nanoko,vcs017_1011006_tirinyi
uuid:deb78330-8e91-4a13-94b1-5f3d53bdb34a,null,null,null,null,null,null,Fri Mar 01 10:16:46 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011003_Kitantalo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100306_Kiyaryo,null,null,null
uuid:43c6dcda-49a0-485d-82bc-1567116b11ea,null,null,null,null,null,null,Fri Mar 01 10:24:36 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011003_Kitantalo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100301_Bugwere,null,null,null
uuid:a13a5ea1-2dfb-4bf4-b92d-f085653f8c32,null,null,null,null,null,null,Fri Mar 01 10:29:51 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011003_Kitantalo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100303_Kitantalo_1,null,null,null
uuid:bd569fa4-5b39-4ed2-9323-b6cdfee9fca2,null,null,null,null,null,null,Sat Mar 02 05:39:58 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011002_Kataka,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100203_Kataka_1,null,null,null,null
uuid:178eadec-39d0-4ee3-8a64-274806819802,null,null,null,null,null,null,Fri Mar 01 11:59:27 UTC 2013,0108,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011001_Kalampete,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100104_Kotolo_2,null,null,null,null,null
uuid:250236da-9921-4c8c-9fcb-923ec15181c6,null,null,null,null,null,null,Fri Mar 01 13:39:12 UTC 2013,3112,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011001_Kalampete,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100105_Sala,null,null,null,null,null
uuid:271d378a-ea76-4883-9f70-4b7819fca1df,null,null,null,null,null,null,Fri Mar 01 12:06:15 UTC 2013,0108,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011001_Kalampete,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100102_Kamampete,null,null,null,null,null
uuid:eca158d0-d6d4-43ea-a124-1f483c943272,null,null,null,null,null,null,Sat Mar 02 06:51:17 UTC 2013,0206,null,null,10105_Kagumu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010501_Goligoli,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101050101_Goligoli,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:a4532399-fe26-465c-8293-6339e964853a,null,null,null,null,null,null,Mon Mar 04 04:32:58 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010106_Kadoto_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:9f638711-6ac8-4441-93f3-8be3adaf10bc,null,null,null,null,null,null,Mon Mar 04 06:29:15 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011002_Kataka,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100204_Kataka_2,null,null,null,null
uuid:6678df36-f684-400b-9b02-85d59ed7ff3d,null,null,null,null,null,null,Tue Mar 05 05:48:06 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011005_Nanoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100503_Nanoko_1,null
uuid:a51b2ca5-aa91-4568-9580-2c1e7a309a86,null,null,null,null,null,null,Tue Mar 05 13:36:53 UTC 2013,1602,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011005_Nanoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100505_Nansonko,null
uuid:d94e4784-3356-4241-ae45-6ff7f765342b,null,null,null,null,null,null,Sat Mar 02 06:55:49 UTC 2013,2301,null,null,10106_Kasasira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010602_Kapyani,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101060206_Dokya,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:8a7011b1-7e4a-4486-9045-591209f3f814,null,null,null,null,null,null,Sun Mar 03 08:33:40 UTC 2013,2301,null,null,10106_Kasasira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010601_Bugiri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101060101_Bugiri_3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:455ab257-e18d-4480-962c-64d9522ffa79,null,null,null,null,null,null,Tue Feb 26 13:40:28 UTC 2013,2608,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011004_Lwatama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100403_Kiryolo_1,null,null
uuid:7a0e3fb7-e3b3-430f-9ba9-5684c1c0af06,null,null,null,null,null,null,Wed Feb 27 13:22:02 UTC 2013,2608,null,null,10106_Kasasira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010601_Bugiri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101060102_Bugiri_1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:046d782a-6a41-4348-8710-cfb521b223fd,null,null,null,null,null,null,Fri Mar 01 05:55:53 UTC 2013,2608,null,null,10106_Kasasira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010601_Bugiri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101060105_Kabusuke,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:b68603a7-3af3-472d-a820-bc9df870a698,null,null,null,null,null,null,Fri Mar 01 13:27:34 UTC 2013,2608,null,null,10108_Kibuku_Town_Council,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010801_Buwebera_Ward,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101080104_Busikwe,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:19730fef-627e-4b57-bfc9-c9b4cafb584c,null,null,null,null,null,null,Sat Mar 02 14:55:24 UTC 2013,2608,null,null,10106_Kasasira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010601_Bugiri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101060103_Bugiri_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:2d73b867-2b9d-4920-9b92-50ddf1442dfa,null,null,null,null,null,null,Sat Mar 02 13:16:41 UTC 2013,3112,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011001_Kalampete,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100106_Buyerya,null,null,null,null,null
uuid:981aa1eb-f68d-4fd8-a10d-ee78c731e4ea,null,null,null,null,null,null,Mon Mar 04 06:22:26 UTC 2013,0108,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010902_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090201_Buganza,null,null,null,null,null,null,null,null
uuid:3831a2a6-3b64-498c-a2e5-fd123b74d7f4,null,null,null,null,null,null,Tue Mar 05 06:12:12 UTC 2013,0108,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011005_Nanoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100504_Nanoko_2,null
uuid:d64dbbdf-e29c-4ef4-8e70-504a0fc725f1,null,null,null,null,null,null,Wed Mar 06 06:23:42 UTC 2013,0108,null,null,10110_Tirinyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1011005_Nanoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101100502_Namuyonga_2,null
uuid:d0cb62d6-2139-43de-83b5-4053ba824d92,null,null,null,null,null,null,Thu Mar 07 06:04:53 UTC 2013,1602,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010903_Mikombe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090302_Namiru,null,null,null,null,null,null,null
uuid:8d994720-4ee6-4652-af27-acd8acdbc3f4,null,null,null,null,null,null,Sat Mar 09 05:52:28 UTC 2013,1602,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010903_Mikombe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090308_Nansyiono_B,null,null,null,null,null,null,null
uuid:064637b3-b8e9-4147-88be-5ed8e7a7995c,null,null,null,null,null,null,Thu Mar 07 06:20:17 UTC 2013,0108,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010903_Mikombe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090301_Mikombe,null,null,null,null,null,null,null
uuid:82b6b3ee-82c1-4d0c-a041-cb4fcb9c15eb,null,null,null,null,null,null,Sat Mar 09 07:03:54 UTC 2013,0108,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010903_Mikombe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090307_Nakisenye,null,null,null,null,null,null,null
uuid:8c69a304-0dc9-4c99-9fdf-652aef9dc15d,null,null,null,null,null,null,Mon Mar 11 09:44:50 UTC 2013,2301,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010901_Kajoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090106_Lerya_B,null,null,null,null,null,null,null,null,null
uuid:3aa055fb-64eb-48b7-a878-98e31a43a72e,null,null,null,null,null,null,Tue Mar 12 10:06:05 UTC 2013,2301,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010404_Nandere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040401_Bulabya,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:0845dcbe-737e-476a-928f-ef8b9037139e,null,null,null,null,null,null,Wed Mar 13 10:14:07 UTC 2013,2301,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010403_Nabunyere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040303_Nabunyere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:2e0578ce-e6a5-4474-bfb1-abf81b6c9df8,null,null,null,null,null,null,Mon Mar 11 05:56:13 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010103_Lyama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010304_Lyama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:76606e80-2adb-4e47-9bd9-b44bd56a19c3,null,null,null,null,null,null,Tue Mar 12 03:37:53 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:91249b00-df27-4272-9b94-93241f20e53e,null,null,null,null,null,null,Tue Mar 12 03:50:27 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010103_Lyama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010302_Bulalaka,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:1e9e650b-27ce-4db8-af33-18350f17c9f6,null,null,null,null,null,null,Tue Mar 12 15:28:06 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010102_Kakutu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010203_Kakubeke,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:7d29b554-3deb-470a-a462-08b2885b5b97,null,null,null,null,null,null,Thu Mar 14 05:50:53 UTC 2013,0206,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010102_Kakutu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010205_Bukomba,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
